"V1","V2"
453,277
476,158
137,79
643,251
790,147
746,134
12,8
13,4
12,2
10,2
46,17
46,17
78,61
49,25
127,76
209,115
177,83
166,67
166,81
149,67
137,27
130,94
246,202
224,165
145,22
24,6
24,4
32,10
195,141
149,24
119,18
208,42
12,10
60,50
78,15
83,67
105,81
57,14
18,6
183,125
183,102
345,153
562,95
503,408
564,166
318,73
521,97
585,474
585,488
643,97
258,207
83,35
153,118
35,10
21,17
23,16
110,59
110,67
166,61
224,62
218,170
200,35
200,166
200,166
200,35
129,60
93,64
92,34
85,66
123,99
233,125
241,119
407,343
765,607
355,272
190,145
166,121
58,26
63,32
65,55
65,55
10,8
10,8
381,258
362,150
293,129
133,60
137,25
81,18
67,42
67,42
67,42
35,17
10,4
33,25
46,34
372,314
372,294
289,58
66,34
706,569
31,9
36,9
135,25
118,25
68,43
68,25
52,43
31,12
121,83
142,59
42,24
18,10
16,4
188,143
264,119
878,714
131,52
318,54
318,265
268,53
440,326
416,330
452,122
452,122
655,129
881,200
647,159
1025,380
584,158
298,60
705,108
635,510
869,713
1331,1029
270,100
303,54
103,21
103,21
81,18
81,63
51,29
51,8
39,8
888,215
778,549
34,18
47,20
31,23
155,65
405,221
1484,414
842,234
116,30
213,93
46,34
31,19
31,12
20,4
46,12
46,28
36,6
36,26
36,6
17,6
527,108
280,200
64,34
43,29
116,62
191,120
228,46
280,157
227,98
215,88
215,88
211,115
217,123
193,100
191,100
180,96
168,96
168,96
164,111
164,127
78,47
57,20
11,7
11,6
11,6
11,6
10,6
10,6
10,6
10,6
20,11
25,19
311,240
419,144
1316,248
1428,247
1520,857
20,14
20,6
22,6
24,18
24,18
24,18
74,62
248,52
114,65
767,261
231,71
10,8
10,2
16,4
16,4
622,269
350,187
276,178
276,98
10,3
11,3
11,8
11,2
26,18
41,24
41,17
41,24
23,17
23,17
23,17
23,6
38,6
147,67
151,64
151,78
133,64
29,12
1004,610
607,289
52,14
34,22
30,18
110,77
11,5
11,2
13,11
18,5
18,3
375,95
394,166
508,139
10,4
22,11
21,17
21,4
20,14
20,5
116,21
1681,489
1078,596
317,112
35,15
35,24
25,9
15,7
12,8
134,21
433,279
421,304
162,37
162,121
557,261
1055,396
409,203
47,15
62,51
62,46
60,44
60,43
36,28
65,20
45,8
29,21
858,696
986,261
985,254
675,336
185,46
281,132
1048,178
487,345
247,193
550,449
36,11
57,37
57,37
62,19
41,13
13,6
15,4
15,11
15,4
15,12
21,11
21,11
29,19
29,19
29,10
29,10
29,10
29,10
29,10
21,4
13,9
286,148
413,167
528,346
493,368
781,373
526,106
31,19
31,19
31,19
33,12
33,20
28,22
22,10
35,16
24,4
17,14
112,82
129,82
129,47
129,47
129,82
121,82
121,82
497,362
1101,760
1012,719
1092,618
1150,635
1051,338
983,644
600,342
583,340
585,342
509,266
509,243
449,206
29,18
12,9
12,2
180,110
76,26
161,111
422,274
626,148
667,446
38,13
45,28
57,26
50,26
24,11
20,11
121,36
188,72
510,375
546,451
377,252
316,245
267,71
163,78
127,49
19,5
10,8
206,56
183,136
127,83
82,27
82,55
63,27
63,36
41,19
941,380
693,463
571,341
334,52
13,8
13,5
13,5
22,8
22,14
19,9
21,8
10,2
13,3
13,3
13,3
13,3
10,3
69,14
74,14
140,34
257,161
141,30
133,22
497,365
530,143
383,290
89,26
87,50
37,29
19,8
13,2
13,2
95,45
121,32
172,46
11,8
45,34
65,55
10,4
10,6
10,6
12,6
14,6
14,10
14,4
18,10
18,8
30,9
35,19
35,19
10,2
10,7
27,10
35,19
49,33
49,17
105,26
708,261
749,250
265,113
281,220
360,172
39,24
57,36
216,128
105,58
38,31
76,16
76,16
49,40
28,8
118,70
13,2
310,198
311,90
414,229
637,319
189,78
141,118
70,24
823,691
23,11
71,29
416,310
429,206
376,297
223,158
223,142
264,157
100,41
432,331
1038,799
1101,498
1016,446
604,398
234,177
11,6
12,6
347,198
691,420
834,593
719,435
15,11
17,3
85,71
106,35
310,154
326,248
416,338
520,396
37,12
61,25
100,55
45,16
50,33
50,33
203,158
10,8
10,8
10,8
13,2
20,5
16,6
13,3
21,14
21,14
139,28
222,56
87,14
102,22
55,27
59,28
615,379
616,463
850,607
947,145
115,95
13,4
17,4
14,4
37,15
118,86
163,26
155,100
431,98
238,77
14,4
14,4
14,4
12,2
12,8
12,8
12,2
187,83
275,77
201,145
75,24
95,71
65,45
55,42
38,19
12,2
140,23
478,140
319,242
246,115
32,27
69,15
69,15
527,137
20,7
19,14
736,607
242,93
122,81
549,459
581,326
383,126
125,65
41,17
91,30
101,73
85,28
85,24
48,31
56,20
47,20
109,54
215,171
237,171
237,183
313,94
313,219
770,128
12,9
12,9
10,3
10,8
10,7
10,3
10,3
11,2
11,9
101,36
717,357
751,368
645,255
425,306
50,39
12,10
28,18
15,10
14,8
25,4
25,21
24,20
24,4
24,20
34,7
12,9
12,9
41,30
627,487
434,209
251,102
41,15
41,15
666,228
930,718
682,124
156,39
575,311
673,333
721,162
741,469
474,252
309,118
452,380
669,528
35,17
107,50
68,16
12,6
12,6
13,7
13,7
11,5
11,6
421,259
365,248
365,117
660,172
13,9
13,6
20,16
18,4
18,14
18,4
345,77
654,140
297,227
364,294
18,14
22,8
22,14
22,14
22,18
12,7
25,7
56,22
29,7
11,8
11,8
11,8
42,26
39,16
42,26
42,26
42,16
42,26
42,16
42,26
72,61
40,8
16,13
14,11
21,11
23,10
22,12
22,10
22,10
28,10
28,10
39,10
39,29
39,10
39,29
160,103
182,124
182,57
272,67
290,57
634,304
349,73
212,68
118,100
190,118
184,72
11,7
24,20
20,6
10,6
10,8
63,36
560,471
655,482
236,95
236,141
460,269
53,35
645,183
10,2
75,22
73,22
19,12
19,16
19,7
51,23
58,34
63,37
63,37
55,29
59,33
514,428
357,271
313,85
209,176
174,141
153,33
153,33
34,21
45,32
45,13
58,32
268,42
271,229
272,44
422,115
460,317
460,302
437,325
94,52
77,25
77,25
77,25
16,4
17,13
10,2
10,2
10,2
30,14
30,14
14,6
14,8
14,8
14,8
14,7
25,7
25,13
57,31
57,26
63,52
40,20
32,24
28,10
69,26
806,327
843,321
699,345
1090,590
902,424
558,421
13,2
22,17
37,23
11,4
11,7
126,102
872,648
629,400
33,5
15,7
11,7
250,138
489,395
67,31
55,24
28,19
47,37
47,8
375,171
133,101
20,12
12,2
37,16
66,45
81,21
636,536
796,192
620,436
13,2
12,4
44,28
86,30
92,33
101,68
101,71
35,25
21,4
15,12
15,12
52,40
75,12
75,63
580,493
814,473
814,341
135,26
47,9
409,235
797,448
1151,395
1151,578
533,261
632,532
14,8
17,11
26,4
16,4
12,2
17,11
10,3
96,38
151,59
151,59
151,59
18,4
130,84
229,143
229,36
683,578
528,405
617,123
494,180
10,2
404,74
192,134
255,155
318,154
156,63
278,192
36,30
693,147
127,89
50,14
160,112
106,49
403,74
680,312
11,2
16,10
13,2
28,22
33,27
33,6
44,32
20,10
15,5
15,10
160,126
193,145
41,22
26,4
16,4
89,28
45,17
28,10
28,17
694,561
1246,318
1178,777
118,55
683,205
294,186
80,44
323,91
323,232
449,196
197,78
206,128
24,18
71,51
129,109
129,60
208,118
212,154
14,9
10,2
66,16
66,27
318,237
318,81
275,96
94,18
81,40
210,169
95,70
34,20
15,7
22,15
20,9
430,104
521,339
1016,248
334,213
21,14
74,43
74,62
81,38
67,35
45,25
21,17
12,10
12,2
146,121
65,13
65,18
964,335
1055,874
543,200
41,14
168,27
168,141
168,141
168,104
136,32
90,32
13,9
17,13
13,5
10,8
11,5
17,6
39,25
39,30
126,44
358,113
410,77
138,80
43,22
64,21
64,43
58,15
74,53
61,46
61,46
61,46
178,37
15,7
15,7
15,7
15,8
52,12
37,30
667,126
419,78
28,18
13,8
237,125
443,352
255,106
18,8
13,10
13,10
13,3
34,26
34,8
38,30
38,8
45,10
48,38
40,22
27,8
162,44
1052,782
934,684
73,22
39,27
26,7
26,19
32,7
36,9
45,35
45,9
43,8
36,26
581,490
454,380
896,386
77,37
914,252
1242,488
10,8
10,8
24,8
16,8
16,8
12,2
12,2
12,10
12,6
12,2
12,6
12,6
12,6
64,46
64,48
64,16
15,4
16,10
16,6
16,6
17,12
17,5
17,10
61,10
217,143
269,71
254,152
235,71
241,56
208,144
102,69
58,23
11,7
12,10
12,2
12,2
12,10
16,7
37,15
51,37
27,11
85,17
59,9
43,11
129,49
159,26
134,49
88,68
74,50
49,23
64,13
64,41
100,79
92,71
92,21
92,71
69,13
69,13
69,13
61,50
61,48
42,13
41,33
28,16
28,16
28,16
28,16
26,10
20,10
15,10
14,10
1162,956
945,742
1378,419
1311,407
1019,734
571,306
169,93
169,93
169,134
90,35
52,17
52,35
52,35
12,2
11,4
112,59
127,95
127,95
129,97
129,97
129,109
129,97
123,97
123,46
85,61
34,28
725,132
129,61
11,2
11,9
46,11
23,7
14,10
15,11
15,11
15,4
19,11
13,10
11,2
41,22
27,6
27,21
15,6
15,6
1123,402
865,707
396,66
441,282
497,316
539,307
590,408
119,42
119,42
119,42
83,41
28,22
11,9
11,9
677,147
252,182
83,49
393,200
17,10
10,8
64,12
78,12
10,4
16,12
130,75
954,656
385,127
333,69
333,230
10,4
10,8
174,42
230,128
60,17
60,17
95,58
11,9
317,201
512,234
605,297
1198,461
1196,737
1316,822
804,336
20,14
13,3
15,5
81,13
468,368
619,456
120,74
110,79
39,21
39,21
120,88
21,4
35,27
35,8
35,8
50,18
51,19
131,93
131,102
142,114
42,34
42,8
18,4
18,14
18,4
11,4
13,9
15,12
254,46
503,386
675,157
685,540
36,20
32,20
56,19
98,79
158,115
171,71
216,115
299,205
439,136
806,238
297,181
293,228
441,123
345,227
224,109
51,36
10,7
81,24
123,30
15,5
213,160
709,120
1039,417
22,18
21,17
70,16
77,17
30,7
16,10
61,26
46,21
27,6
241,137
377,158
80,12
94,41
176,114
83,51
201,56
177,110
120,95
1083,661
14,3
1089,918
1350,342
12,4
17,3
15,12
495,298
390,72
390,71
53,8
47,20
37,17
19,11
27,9
31,15
31,15
14,4
70,23
114,77
57,38
26,14
49,13
11,5
400,196
370,174
611,400
562,456
404,100
524,149
733,482
25,17
10,2
10,2
10,2
28,16
13,9
11,3
27,22
32,11
32,21
25,14
13,2
11,4
11,6
10,8
17,10
16,7
28,20
28,8
28,20
28,20
28,8
28,8
28,20
28,8
22,14
175,48
395,228
37,12
733,378
831,457
154,62
503,329
157,81
243,87
243,87
92,25
92,31
36,20
822,445
889,301
588,242
132,52
357,253
47,24
44,24
44,24
44,20
14,4
11,4
15,5
78,44
10,8
10,2
10,8
10,2
34,18
51,35
96,45
112,68
119,61
145,30
141,34
181,151
165,32
168,30
171,143
173,143
170,30
154,130
107,81
95,18
88,57
55,37
55,37
55,22
387,67
13,4
13,9
14,3
15,6
15,6
15,10
16,13
16,13
16,3
15,4
15,5
15,7
55,36
377,293
273,225
416,104
43,27
10,6
10,6
10,4
10,6
10,4
11,7
359,302
554,414
554,140
170,138
73,41
166,62
206,144
238,148
114,20
114,94
16,3
42,33
13,10
178,111
18,6
18,6
29,22
16,13
11,7
215,141
289,205
434,354
1055,470
959,473
341,166
88,29
10,4
24,20
174,113
537,448
537,104
740,119
458,258
687,517
694,164
872,154
782,121
709,133
1263,890
1314,1058
1314,399
1180,925
1156,424
1206,579
531,280
499,379
787,412
619,489
689,109
634,523
634,523
538,354
503,111
295,181
176,85
141,85
75,49
130,83
270,221
271,49
271,222
764,360
576,123
73,22
79,22
92,53
229,120
91,77
1109,191
1109,194
20,10
10,3
10,3
15,12
152,110
76,22
1236,709
14,10
66,47
168,123
168,83
179,93
179,133
171,103
105,86
10,2
227,46
233,187
311,249
311,62
465,226
388,144
319,75
154,126
41,31
41,31
72,41
72,31
114,83
114,31
65,28
89,64
89,64
110,85
104,79
104,17
190,56
175,80
175,56
175,56
147,25
113,88
51,25
17,12
22,10
26,19
21,16
21,5
21,5
20,17
193,144
334,175
342,290
372,110
254,200
184,41
624,530
483,306
744,569
11,2
396,259
144,31
147,89
240,73
256,123
268,123
385,250
1227,337
686,322
213,141
212,86
12,8
12,4
10,4
10,8
24,8
71,29
660,384
600,348
541,350
778,441
909,393
477,148
173,124
102,52
65,25
93,27
252,208
509,277
821,569
1370,360
1107,356
262,100
162,100
62,18
88,21
324,166
561,431
263,72
95,45
961,727
1000,234
887,142
429,351
444,343
99,29
167,138
154,61
39,29
48,26
48,22
124,98
102,76
740,184
165,125
241,80
215,107
215,107
680,573
231,125
50,16
14,8
299,240
301,248
104,83
85,64
85,36
246,122
297,152
383,105
35,24
26,20
12,8
379,178
76,14
15,5
14,9
13,5
11,7
16,6
486,144
436,278
23,4
107,71
42,20
44,24
54,40
65,43
63,22
63,41
42,8
22,4
26,6
26,20
12,6
20,4
20,4
20,12
20,16
20,4
20,8
20,4
69,47
417,262
417,155
750,531
10,8
10,8
24,19
23,5
27,22
27,5
20,5
13,6
13,4
16,10
13,7
62,13
21,15
28,18
28,8
51,40
51,11
186,154
232,35
232,192
231,40
36,15
44,28
50,8
39,31
39,8
31,23
16,6
18,8
138,57
380,110
892,175
570,170
589,134
265,123
83,69
376,70
1109,529
119,91
11,3
255,134
278,83
283,212
546,362
650,322
179,149
179,30
82,52
15,10
15,10
45,34
45,11
45,34
479,118
478,374
445,129
767,573
252,71
832,164
560,119
82,42
115,30
33,24
22,10
22,10
37,7
749,594
443,219
374,234
99,31
38,24
1090,891
234,40
234,40
433,340
505,116
547,116
700,233
886,355
1838,792
1752,972
1481,696
1519,773
1018,320
847,583
821,264
590,180
527,183
453,183
419,346
239,122
239,122
255,192
176,37
220,139
268,186
200,80
200,118
179,96
179,97
179,80
158,82
97,47
97,47
97,44
41,9
167,36
430,310
465,349
549,305
519,139
1211,430
1080,758
762,134
780,125
28,16
16,11
16,12
16,11
74,29
72,55
32,6
27,14
33,16
26,15
18,10
18,10
12,4
10,8
20,10
20,8
28,12
29,13
17,4
12,4
1066,321
482,134
174,134
12,2
24,8
24,20
24,4
26,8
26,4
26,18
26,4
12,4
85,17
67,33
22,14
22,14
22,8
22,14
589,409
546,84
665,503
42,30
14,7
32,10
88,62
118,20
213,133
217,93
170,126
70,50
12,8
105,71
38,22
30,22
12,2
31,25
33,11
43,12
43,32
55,31
66,20
46,22
23,11
23,11
27,7
29,20
20,8
26,18
40,18
52,12
50,34
56,22
56,44
56,44
67,27
72,20
79,57
79,67
74,23
64,17
64,47
20,12
20,8
10,6
12,10
12,8
40,10
43,8
47,35
47,9
50,30
51,8
49,8
14,3
12,2
575,487
17,6
23,11
11,5
12,6
27,14
28,6
23,5
89,55
513,82
1029,320
844,305
731,295
731,305
706,411
1051,747
843,444
526,345
165,44
197,76
193,74
197,138
424,258
605,378
42,32
33,6
371,287
522,114
1265,309
637,220
114,67
12,10
317,205
312,89
18,4
28,10
34,21
45,26
19,4
19,15
59,47
19,4
86,24
82,68
82,68
82,48
82,34
74,26
12,8
12,4
12,8
22,13
24,10
61,24
78,24
105,16
120,89
162,137
159,44
140,53
90,18
24,18
33,15
33,9
33,18
33,9
28,10
22,4
22,4
13,4
13,4
28,14
20,14
12,6
14,4
15,4
19,15
21,6
22,7
22,13
18,15
11,8
244,88
407,196
464,190
357,66
78,52
267,46
622,255
39,16
39,23
145,56
141,52
129,53
39,20
115,62
23,19
167,46
15,5
473,357
124,89
103,87
52,16
224,180
944,416
1510,716
1618,301
13,2
13,2
107,52
64,19
55,15
95,16
194,47
205,148
378,98
1377,1114
1418,1039
1028,216
1282,792
392,91
234,56
208,152
28,15
10,6
11,7
11,7
38,18
38,18
72,28
99,46
136,90
134,39
14,8
33,20
45,17
12,4
10,6
10,4
10,6
10,4
10,2
345,278
15,8
79,44
786,647
206,124
138,115
132,23
142,29
198,31
64,39
16,10
16,6
11,9
34,17
34,20
33,20
29,13
33,13
38,25
38,13
28,9
15,4
14,4
14,4
14,10
222,176
201,131
22,16
74,51
141,23
113,90
113,90
107,23
43,28
129,81
572,290
530,270
466,218
606,214
471,374
529,244
501,412
155,55
120,64
100,64
92,36
111,59
29,22
92,56
17,5
24,20
64,53
85,53
85,53
195,106
207,106
207,101
207,101
51,22
31,11
31,20
31,20
31,20
31,20
31,11
41,20
30,20
21,14
10,8
12,10
120,82
174,43
707,148
763,634
736,130
591,118
591,119
591,132
529,122
415,314
420,264
242,156
199,157
199,42
83,43
83,40
83,43
761,623
1117,858
785,659
11,2
11,2
11,9
51,18
113,20
109,17
99,39
445,120
156,68
546,103
68,42
719,415
85,46
105,69
112,63
45,32
64,43
64,25
235,50
265,170
292,242
30,14
57,28
11,2
11,9
165,93
11,8
11,8
14,8
14,8
38,32
54,44
10,6
176,69
383,189
84,32
233,90
238,182
1089,572
652,432
171,54
171,117
169,115
21,11
46,18
61,33
33,15
138,114
45,7
381,321
598,182
10,2
10,8
25,17
12,7
12,9
135,52
20,9
13,7
13,7
13,6
13,7
33,8
19,12
17,5
505,118
493,265
547,197
785,268
92,47
126,62
77,17
106,87
106,19
106,87
106,87
112,19
12,2
393,268
333,265
85,45
73,37
190,104
37,7
651,325
99,67
99,67
99,32
29,24
41,34
24,20
488,404
280,196
343,213
284,220
728,314
360,148
105,19
18,14
25,18
271,195
10,4
19,16
122,43
13,3
47,19
20,17
30,11
540,126
176,137
92,71
10,4
17,13
22,7
24,17
43,29
68,27
125,55
148,89
135,76
192,59
221,106
234,102
23,5
23,18
25,21
25,4
25,21
16,3
16,13
16,3
16,3
16,3
678,540
624,488
529,414
607,106
560,440
114,61
13,4
13,2
13,4
165,105
330,55
330,275
330,55
331,55
353,102
362,260
458,354
458,105
458,354
458,354
414,338
130,68
195,30
206,165
217,52
135,22
135,113
135,22
131,22
131,22
13,10
12,3
48,8
44,10
22,18
22,4
22,18
18,11
21,6
60,32
60,32
54,32
53,32
43,11
39,7
39,7
39,7
19,6
20,11
21,4
54,39
54,39
67,28
421,183
569,343
669,200
632,334
591,207
609,392
336,171
336,165
266,172
228,56
151,57
151,57
60,44
108,24
51,41
61,41
38,23
117,71
77,21
117,51
72,40
32,23
44,8
26,22
20,4
55,41
40,28
61,47
61,12
133,71
117,64
95,21
346,153
60,50
27,7
178,61
518,150
559,419
647,505
1049,402
636,219
421,288
333,201
118,72
13,7
11,6
12,4
97,31
170,144
376,263
376,57
415,283
429,284
393,60
177,147
162,44
91,56
91,15
50,15
39,15
39,24
195,100
359,89
49,16
1579,288
529,98
366,166
990,758
1194,769
1013,588
912,329
878,302
891,369
918,315
952,321
920,289
615,125
489,111
548,432
476,90
335,177
158,98
542,392
590,442
610,475
270,200
199,146
106,17
52,18
41,34
10,8
12,4
12,10
11,9
11,2
11,2
11,9
11,2
11,9
11,2
11,9
12,10
12,10
10,8
10,8
25,8
117,26
181,111
271,140
360,220
324,122
96,80
96,58
80,50
232,172
232,172
359,69
366,61
366,119
505,316
89,36
117,78
129,90
160,39
230,149
58,16
14,10
19,6
65,32
90,22
77,29
50,28
42,14
32,10
10,4
12,6
87,66
63,24
185,48
240,59
88,59
88,29
124,59
588,356
573,353
140,90
373,221
373,220
373,152
373,152
33,8
389,75
1087,275
279,184
435,287
462,124
28,20
12,8
12,10
10,6
10,6
10,4
10,4
10,4
10,4
10,4
10,6
17,12
24,19
24,5
25,5
25,5
25,5
21,16
19,8
16,6
16,6
36,26
24,8
22,8
22,16
17,11
17,11
21,5
58,12
2175,1673
1392,304
1045,602
847,602
836,370
403,230
1225,187
21,9
26,20
20,8
20,8
23,12
240,107
240,133
593,356
396,108
396,108
1534,795
311,155
365,155
348,193
191,119
153,78
27,20
27,14
32,5
73,11
31,23
20,4
20,4
20,16
15,11
242,111
151,120
150,30
79,16
27,11
27,11
27,11
27,11
14,4
37,16
41,25
55,43
70,13
70,57
370,94
272,94
121,47
83,46
11,2
166,49
91,19
20,5
12,2
63,12
68,12
27,20
28,6
172,66
172,66
202,169
178,33
77,64
118,57
12,10
15,9
15,6
198,52
83,31
14,6
16,4
16,12
12,7
11,7
11,9
220,151
122,52
28,7
34,27
10,3
10,3
13,5
28,22
28,18
28,10
22,15
16,3
19,16
40,22
44,30
48,16
28,16
28,8
149,100
49,18
49,18
44,17
44,28
38,22
386,160
351,220
10,4
36,6
346,192
364,287
585,233
253,175
106,72
29,14
218,185
267,76
350,66
290,241
431,359
10,8
63,48
19,12
27,8
27,7
28,21
30,23
31,23
19,14
54,30
49,32
629,525
629,525
629,104
569,244
530,420
398,296
398,102
447,202
606,457
986,323
619,453
543,377
541,376
155,36
96,36
96,60
82,58
241,184
900,709
507,407
766,165
982,478
1420,307
1275,1039
35,17
45,27
47,18
44,29
26,12
12,10
11,3
10,7
13,2
13,2
13,7
13,6
13,11
13,6
41,14
41,30
78,38
50,26
48,31
55,17
55,32
57,28
18,11
46,7
46,39
41,26
12,7
12,3
12,3
12,9
12,3
30,16
32,16
10,4
10,4
10,6
10,6
10,4
10,6
445,313
173,90
58,36
626,130
836,658
167,133
20,4
173,90
101,19
96,19
96,77
96,77
96,77
298,97
36,8
46,28
334,108
217,143
575,447
61,15
61,46
61,15
53,30
471,80
560,154
560,148
563,415
87,39
114,18
102,82
42,29
46,33
58,45
60,13
741,353
740,533
449,296
449,155
319,168
130,79
77,47
77,47
78,48
78,30
22,18
