"V1","V2"
65,29
56,25
32,17
12,10
12,2
913,212
13,4
16,11
124,21
230,58
246,156
283,90
289,169
265,63
253,89
247,60
246,163
164,119
160,118
147,41
138,39
115,82
72,22
28,9
23,11
20,11
19,11
13,6
12,2
39,17
63,40
72,48
229,179
235,42
705,580
1450,482
359,218
61,25
60,51
26,9
56,26
22,6
639,168
481,367
368,280
51,13
17,6
14,11
129,74
615,122
555,319
496,197
628,314
139,58
140,58
16,10
12,3
16,10
16,10
16,10
16,10
16,6
16,10
23,4
37,8
390,324
389,234
186,31
150,120
117,98
73,19
55,42
43,32
25,14
94,49
16,3
35,22
593,134
531,374
45,32
31,15
29,14
11,7
13,9
16,8
16,8
10,2
524,392
24,18
12,10
10,2
10,2
44,30
34,27
60,50
82,69
87,29
283,150
337,88
430,86
561,454
650,135
988,767
757,570
896,664
912,459
1068,766
1016,729
479,101
404,328
331,59
174,28
172,144
172,144
76,52
82,62
84,62
130,36
133,91
131,26
127,106
81,35
81,15
32,15
69,21
72,48
30,6
1002,806
1139,882
1113,854
1330,950
1013,719
795,573
260,165
160,32
54,24
583,470
591,131
32,6
31,12
19,7
40,16
54,30
94,34
105,34
99,30
75,19
11,9
18,14
27,21
27,8
27,8
27,19
16,4
30,5
21,17
21,4
16,13
16,3
24,9
29,6
126,37
190,84
254,136
1213,665
1191,539
46,23
27,14
27,14
39,17
875,668
91,63
410,113
36,15
18,10
18,6
18,6
18,6
18,12
18,10
15,4
12,9
158,132
152,126
147,26
19,14
13,6
12,2
22,4
899,731
1057,823
1260,323
1440,1049
1849,1185
1265,549
890,614
869,276
838,274
220,42
21,15
48,38
29,15
20,14
17,10
182,46
39,23
110,80
12,2
24,5
27,7
20,3
19,16
10,5
15,10
30,15
68,23
287,143
202,65
212,167
138,98
63,10
51,26
93,76
19,3
70,57
68,13
95,26
306,93
328,107
269,90
124,27
50,40
50,10
15,4
1770,423
238,184
18,14
16,13
16,7
10,2
29,15
62,10
60,14
61,29
21,15
17,5
89,71
17,4
13,2
157,123
41,15
10,8
46,15
13,7
12,5
30,23
184,45
565,144
287,54
12,10
108,62
69,41
360,72
137,97
12,4
17,12
21,13
37,18
35,15
35,15
36,15
34,21
27,8
13,11
12,6
10,6
10,7
10,4
10,4
11,4
27,7
33,5
33,14
58,46
57,45
57,10
42,34
12,3
13,10
18,4
18,4
30,9
41,27
41,12
46,16
38,27
35,25
23,19
22,18
20,16
18,13
11,7
10,2
10,8
31,26
71,23
221,108
795,587
902,480
964,255
338,82
218,169
466,123
975,824
396,111
384,219
40,14
22,11
20,8
11,4
37,9
145,36
60,46
17,4
50,29
58,35
76,47
99,36
245,88
57,17
24,17
30,18
351,188
216,167
26,5
277,223
320,79
107,36
36,14
15,6
13,7
10,4
13,3
13,4
26,12
99,21
247,53
287,76
93,51
92,23
51,12
38,17
12,10
39,33
287,62
12,2
13,7
62,13
86,54
118,67
253,203
644,296
448,93
428,199
319,164
212,46
24,12
24,4
197,73
301,147
757,607
100,52
16,6
23,8
28,21
55,15
15,9
10,4
10,4
14,4
16,4
18,14
19,9
17,8
17,3
16,8
16,7
14,5
427,230
49,15
51,10
687,334
250,136
20,10
210,44
894,252
10,6
119,82
55,11
371,259
524,149
489,383
150,31
13,4
38,31
57,43
15,3
571,129
53,38
11,2
12,7
60,41
248,76
687,354
431,328
43,10
51,38
285,216
35,27
75,57
74,15
36,28
12,10
137,107
484,376
376,295
41,34
10,8
376,268
491,349
389,301
113,52
29,11
15,7
59,25
98,18
156,127
17,13
16,13
48,17
30,19
25,7
61,25
40,7
40,32
14,7
15,12
35,29
73,57
260,215
267,45
211,36
207,99
161,87
186,142
216,164
277,205
229,51
41,7
10,3
10,2
25,11
385,327
17,3
758,189
908,494
193,41
547,264
626,474
1026,557
183,96
68,30
13,9
86,27
45,12
19,6
20,6
24,6
24,6
28,22
36,6
36,30
35,6
34,28
32,6
11,7
13,9
11,5
21,8
32,12
29,19
19,13
10,4
14,8
23,8
34,10
42,14
27,8
302,225
75,58
305,219
395,191
400,102
403,323
13,3
646,165
903,684
789,611
522,115
259,207
16,8
30,6
20,17
12,2
15,11
15,11
10,7
144,68
857,428
815,390
250,192
358,172
17,13
17,13
40,26
11,6
13,10
599,467
653,508
78,62
55,46
10,4
19,9
19,9
20,16
21,7
21,7
20,10
20,10
20,10
20,10
20,10
16,8
16,10
10,4
16,3
18,3
457,86
488,412
589,482
399,313
42,31
12,10
10,6
32,6
28,20
131,29
146,36
57,37
12,6
11,4
17,13
149,81
172,85
181,94
113,90
17,8
21,4
18,3
12,7
602,117
10,2
10,2
20,17
15,11
66,54
66,55
70,56
12,10
12,2
10,2
10,8
15,6
558,415
985,744
21,17
512,397
20,17
32,5
33,24
64,18
65,18
117,94
670,326
20,5
14,6
24,14
10,5
10,4
16,6
12,6
13,6
52,26
56,27
70,31
77,34
93,74
135,33
181,92
432,267
459,205
424,82
395,251
395,83
370,168
269,201
246,137
215,94
202,37
82,36
37,31
30,11
29,12
26,20
29,24
31,9
33,24
34,23
35,24
57,11
105,44
105,84
114,69
156,33
246,191
423,270
630,470
732,113
799,352
465,332
256,78
239,74
234,157
210,36
75,31
35,21
12,9
11,4
16,8
18,3
14,9
10,6
17,11
12,8
36,14
39,22
37,6
37,6
23,17
36,27
36,9
58,32
11,9
14,6
10,7
15,8
10,8
10,8
12,2
16,13
16,3
33,10
74,26
27,12
24,17
50,11
58,22
45,18
24,17
20,6
18,9
10,7
39,8
39,28
38,11
33,22
11,2
17,4
62,38
65,21
44,12
167,128
13,2
63,52
73,12
81,13
27,20
25,4
12,2
333,64
368,298
702,226
847,670
1250,627
491,369
144,40
35,15
10,2
40,21
170,70
290,152
262,131
30,12
13,3
30,23
311,223
80,38
82,39
97,75
104,24
14,6
22,10
31,9
123,91
134,37
303,85
39,9
12,2
19,13
11,6
37,24
10,2
11,2
11,2
11,2
13,2
13,2
12,10
12,10
11,7
14,6
24,14
28,21
43,25
54,40
58,15
56,43
54,41
54,20
41,28
17,4
14,10
10,2
12,3
18,14
18,14
770,202
982,768
726,173
748,197
939,707
714,537
683,170
1201,910
1043,772
962,225
1101,255
809,656
737,132
730,600
645,102
429,359
76,15
38,8
32,27
21,17
17,11
16,4
16,12
18,4
12,6
10,3
10,5
151,78
224,154
222,95
16,13
34,6
35,6
35,29
35,29
52,11
54,41
17,8
11,3
726,562
648,485
20,15
10,3
11,4
18,9
19,10
21,14
60,31
84,46
693,326
685,324
638,286
530,115
531,394
626,302
661,461
905,172
1093,198
24,14
22,16
34,22
32,20
20,17
18,10
18,8
42,12
23,6
10,4
32,23
199,45
572,155
605,147
620,481
599,141
38,19
12,2
841,368
14,6
10,2
20,14
22,4
22,8
24,8
21,4
55,43
133,25
211,61
916,263
307,83
297,215
91,75
186,65
1343,320
50,41
11,4
72,21
13,11
13,4
16,4
25,19
30,13
17,10
12,8
45,25
444,116
162,114
988,522
967,202
494,102
41,18
28,15
31,15
409,169
1015,497
243,108
144,64
121,64
66,33
15,6
42,25
49,30
58,22
251,136
402,206
502,241
443,221
205,101
193,99
19,16
12,10
11,8
23,18
28,8
34,6
55,19
230,152
43,34
27,20
25,7
23,11
21,15
48,16
26,16
10,4
18,10
11,8
10,8
631,505
63,31
266,50
344,266
13,10
46,24
847,209
13,5
12,5
546,424
679,173
1080,575
92,48
104,53
32,16
17,7
27,8
46,9
46,26
50,39
18,15
18,3
13,2
19,10
720,554
79,13
178,50
80,56
39,12
154,111
10,6
12,10
76,15
65,17
35,14
115,87
263,55
489,269
530,102
584,304
632,497
397,305
24,14
10,5
10,5
19,4
10,8
22,18
12,4
27,12
31,18
35,9
63,17
16,7
338,203
411,116
280,57
277,44
32,19
13,5
19,3
25,19
34,10
74,13
67,53
18,3
17,13
17,14
14,3
13,3
517,138
364,289
14,4
273,127
561,304
250,134
58,11
51,18
19,13
10,7
53,32
53,25
59,26
23,8
21,14
538,421
592,122
861,666
568,474
447,103
77,61
13,2
11,3
23,16
55,41
12,7
42,31
20,5
11,5
443,351
476,381
358,252
14,10
25,18
378,248
453,268
882,696
10,4
13,2
11,3
10,8
32,25
34,27
31,16
448,280
274,145
38,19
23,19
27,5
44,31
48,40
48,40
48,35
58,49
41,13
41,13
33,26
18,15
15,12
64,13
327,247
318,78
270,197
25,20
41,34
53,9
16,5
16,11
17,12
21,13
33,11
58,30
131,47
124,44
108,68
88,53
76,35
70,31
70,31
58,33
23,11
12,2
15,7
75,38
69,36
69,33
69,36
69,36
10,3
11,9
13,11
25,21
25,4
31,23
42,32
42,32
34,24
14,4
21,16
35,7
35,28
87,29
299,79
743,534
713,195
575,446
283,61
165,129
83,21
72,19
28,23
42,23
14,8
70,19
74,52
82,63
87,63
87,24
88,25
88,63
84,59
84,57
78,53
75,25
74,50
65,23
60,37
18,9
35,18
14,9
671,317
627,343
22,15
22,7
23,7
23,7
23,7
23,7
15,9
15,9
14,6
11,5
21,9
11,7
13,4
13,9
19,6
20,6
20,6
20,6
20,14
11,2
40,28
98,80
11,9
12,2
12,4
100,72
116,97
134,74
232,181
439,337
730,180
580,472
647,342
890,221
702,303
831,254
863,241
853,236
829,227
462,115
844,641
706,538
173,62
100,67
78,23
39,27
19,15
508,110
44,33
20,4
499,327
415,312
91,66
75,55
72,53
72,53
20,12
29,6
29,6
21,6
20,5
53,37
705,184
412,117
214,117
127,26
78,21
57,48
11,3
142,99
324,130
304,251
316,70
563,461
89,16
53,17
46,24
47,37
44,34
12,2
172,106
520,270
710,375
930,482
1033,636
1054,399
902,403
660,302
229,173
204,51
188,49
133,34
114,24
76,63
75,62
55,45
11,9
16,6
17,6
12,6
86,25
141,107
152,104
156,111
59,12
136,32
29,24
116,82
192,49
68,36
11,2
22,13
29,9
47,13
42,34
42,34
17,13
13,9
12,7
16,6
33,9
146,43
212,59
159,28
134,24
117,98
12,10
16,4
27,19
34,25
40,10
46,11
47,36
48,11
48,36
48,37
48,12
36,29
20,15
741,500
38,24
39,14
24,4
33,12
38,18
54,37
209,66
121,30
119,30
48,12
31,5
10,2
13,11
33,11
74,54
741,178
615,470
17,13
33,8
70,12
25,21
23,19
18,13
186,144
207,171
41,32
56,34
34,27
79,54
150,109
321,226
242,63
200,46
183,137
76,15
34,8
16,13
26,22
19,3
17,12
10,5
440,106
450,343
682,187
130,28
93,40
10,3
11,4
10,3
10,2
10,3
31,16
49,9
314,62
29,24
193,150
10,8
268,194
482,112
74,19
547,268
86,47
42,16
44,34
46,34
523,285
631,338
781,387
716,327
773,576
771,192
620,296
610,304
607,300
13,11
13,11
11,7
10,4
10,6
10,6
27,5
27,10
64,16
378,130
691,314
29,11
29,18
96,39
160,86
279,205
372,80
519,288
433,190
261,190
130,101
73,12
112,74
38,30
52,43
42,18
15,12
11,2
79,33
300,73
519,279
582,137
390,279
371,95
329,238
331,100
466,366
495,113
546,84
451,103
551,136
869,180
1662,349
1719,1370
957,780
697,588
616,301
560,277
379,124
246,198
227,184
48,35
34,10
41,16
31,14
15,5
14,3
14,5
33,11
34,15
11,6
18,11
125,37
538,233
649,383
623,280
626,450
380,99
11,4
17,10
141,94
43,11
16,8
740,575
1111,519
1128,820
12,10
124,26
322,76
95,65
71,22
53,16
86,70
123,25
191,150
195,157
174,31
232,192
427,96
485,218
605,125
613,340
714,570
842,158
990,176
986,813
40,32
37,29
22,8
20,7
20,7
78,26
286,180
479,200
542,423
68,36
81,16
76,62
59,50
56,17
56,9
46,8
24,7
19,7
18,5
59,29
19,8
25,13
33,12
47,13
47,10
49,34
68,51
69,11
72,11
90,39
144,109
229,55
314,255
340,66
342,190
463,369
603,109
695,526
699,533
687,163
455,96
440,95
425,330
138,39
98,46
52,8
52,42
52,10
51,41
52,44
32,5
31,24
26,22
23,19
12,5
45,36
391,207
611,484
12,10
12,2
12,5
15,7
51,8
32,20
11,9
10,8
17,11
20,16
81,28
75,26
31,12
54,18
32,7
25,20
25,5
19,3
13,9
78,12
94,78
11,2
240,129
158,46
433,329
439,337
460,142
24,11
19,14
25,16
278,136
339,70
35,21
76,23
65,43
16,12
4410,3178
4185,2097
20,16
18,9
31,9
59,42
59,42
108,29
130,34
132,35
31,24
31,7
13,2
14,9
15,9
24,7
27,21
533,400
432,343
139,24
74,15
26,12
18,13
23,10
27,22
63,48
133,104
799,200
119,85
15,9
11,7
13,9
13,7
13,7
18,3
32,9
16,13
19,3
17,3
18,15
22,8
25,15
26,4
28,12
28,16
27,21
27,6
27,12
26,4
24,4
24,20
18,14
437,340
15,8
963,236
76,34
12,9
29,23
30,6
58,21
49,25
38,20
36,20
32,16
11,5
12,3
12,9
26,11
114,20
958,437
1727,452
1402,218
1409,218
1402,225
1410,271
1450,229
1038,185
1044,776
1063,844
1110,296
1053,462
948,188
780,591
12,4
11,9
16,7
12,2
19,4
12,8
94,45
214,157
1158,847
387,323
10,4
10,6
117,20
23,18
11,7
368,91
11,9
14,10
15,10
156,104
799,633
761,607
159,118
53,16
34,26
22,17
17,3
11,9
10,2
84,41
209,52
22,12
24,12
13,6
13,6
12,2
11,5
53,38
55,15
30,19
22,14
32,15
216,171
70,48
61,47
61,50
60,43
59,12
43,12
31,21
24,20
10,2
10,2
17,10
63,38
73,47
87,27
87,27
223,39
236,97
232,86
220,82
80,25
48,36
48,26
33,10
45,10
52,29
68,32
70,36
128,32
144,50
162,125
192,116
158,52
142,119
115,80
74,16
54,43
16,13
12,3
11,2
36,28
13,9
13,4
13,9
409,67
502,88
413,317
406,86
380,267
237,187
80,22
97,60
136,47
156,94
1019,238
1333,322
19,16
34,17
13,9
316,62
20,17
100,23
16,11
13,4
23,16
26,19
34,26
63,16
97,26
119,36
133,93
157,107
206,143
201,63
203,64
230,149
336,245
264,168
171,36
93,79
67,23
26,20
11,6
27,6
49,27
35,12
11,4
11,6
12,3
21,8
70,55
110,25
537,438
555,100
634,514
666,538
717,519
709,206
732,155
306,66
161,70
28,20
20,15
30,5
353,75
842,168
1073,758
1092,620
587,448
681,452
764,257
767,238
920,258
697,181
544,133
414,103
146,31
97,79
41,7
38,32
38,14
30,18
20,15
107,40
178,73
459,320
591,135
10,5
566,445
642,152
25,10
11,9
23,19
26,8
120,88
18,5
17,13
14,3
108,39
261,66
342,258
182,133
52,28
31,14
11,5
31,13
239,187
79,15
231,35
14,11
20,14
20,14
18,3
11,2
81,18
197,155
429,339
259,59
72,61
50,14
18,11
21,15
40,11
1019,653
1048,158
271,51
270,53
12,2
146,26
289,228
19,4
17,14
159,31
168,136
384,154
710,532
280,215
288,222
300,230
446,87
609,118
315,123
253,163
28,15
10,8
11,9
32,27
1036,520
551,415
536,128
468,351
58,14
33,8
15,3
14,8
25,17
29,21
39,25
53,22
85,40
26,18
12,3
25,18
41,10
47,37
53,42
73,46
80,65
119,85
137,38
133,38
134,111
135,113
160,129
89,67
65,19
34,8
15,4
46,17
56,36
67,22
67,22
67,45
58,21
58,37
24,8
28,16
14,9
12,3
36,7
18,4
21,17
26,4
44,14
18,7
10,2
38,13
215,43
232,180
354,96
425,335
457,356
490,384
952,208
545,404
51,9
29,24
18,8
18,6
36,25
16,4
11,8
11,6
43,34
41,13
38,26
13,7
14,6
26,11
26,11
49,20
168,131
119,90
117,27
114,31
106,72
100,41
91,71
47,30
47,30
28,9
27,19
17,12
11,4
38,19
109,53
1172,921
964,244
873,439
815,606
713,368
446,99
475,104
548,388
916,222
34,18
158,67
53,41
63,17
368,174
40,34
41,12
387,302
105,25
52,36
34,14
12,5
573,431
647,486
118,29
14,11
74,20
76,18
11,2
20,17
56,41
54,20
16,10
643,119
132,26
59,49
30,24
14,5
26,9
26,19
34,22
355,79
15,8
17,14
33,8
37,9
315,255
22,14
709,539
407,310
60,18
11,9
27,8
27,19
189,148
31,8
185,42
291,217
862,673
850,641
468,351
265,65
46,9
40,8
34,9
189,59
818,201
990,761
742,178
383,321
439,261
432,148
23,11
23,12
16,7
21,16
20,15
20,17
18,4
16,12
10,8
23,4
36,26
43,17
20,7
18,12
40,14
42,28
23,12
16,4
16,12
16,12
78,33
80,45
59,30
17,13
206,63
1024,244
874,239
756,580
946,763
356,86
270,219
158,40
17,4
17,4
17,13
17,13
13,6
15,3
15,3
20,13
27,8
42,13
17,10
64,49
15,8
41,25
19,15
10,6
23,16
416,119
40,10
13,2
166,123
173,100
65,34
65,34
25,12
19,3
30,25
86,16
57,13
45,33
561,322
39,10
39,33
18,11
32,25
14,11
17,12
25,17
